NÃ“MINA,PSICOMETRIA,RHVCODDEP,LOCALIDAD,DATE_DIFF,GRADO_COM,GRADO_DT ,GRADO_LET,GRADO_LP ,GRADO_LT ,GRADO_ME ,GRADO_MG ,GRADO_MP ,GRADO_MT ,GRADO_NE ,GRADO_PA ,GRADO_PRE,GRADO_T  ,SEXO_F,SEXO_M,ESTADO_CIVIL_C,ESTADO_CIVIL_D,ESTADO_CIVIL_S,ESTADO_CIVIL_U,ESTADO_CIVIL_V,RELIGION_CATOLICA,RELIGION_CRISTIANA,RELIGION_NI,FAM_FACT,FAM_PROF,FAM_FACT_PROF,DIAS_EXP,MONTH_EXP,INGLES,OTROS_IDIOMAS
531926,83.2,0.0,1,-44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,9.0,0,0,0,0
531988,97.1,0.0,2,442,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,5.0,0,0,0,0
532138,96.3,0.0,2,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,23,0,15.0,0,0,0,0
532231,88.7,0.0,6,-87,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,0,16.0,0,0,0,0
532705,90.10000000000001,0.0,1,-172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,7.0,0,0,0,0
533010,97.2,0.0,1,430,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7,0,8.0,0,0,0,0
533254,93.5,46.0,6,2730,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7,0,9.0,0,0,0,0
533285,91.10000000000001,132.0,6,2730,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,0,7.0,0,0,0,0
533319,85.0,182.0,6,2730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,0,8.0,0,0,0,0
533931,88.7,105.0,6,2700,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17,0,15.0,0,0,80,0
534064,97.89999999999999,0.0,1,-157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,7.0,1096,0,80,0
534301,94.7,0.0,1,-61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,21,0,8.0,762,0,80,0
535379,94.69999999999999,0.0,1,170,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7,0,8.0,0,0,80,0
535740,88.9,0.0,1,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,16.0,0,0,80,0
536811,82.45,0.0,1,1618,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,20,0,8.0,5844,0,80,0
536907,96.2,0.0,2,1446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,12.0,0,0,80,0
537377,91.2,0.0,3,214,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,21,0,6.0,1826,0,80,0
537487,0,0.0,1,49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,366,0,80,0
538424,98.8,0.0,1,361,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,16,0,4.0,2922,0,80,0
539320,77.10000000000001,0.0,1,806,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13,0,7.0,1096,0,80,0
539399,89.03,0.0,1,321,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0,3.0,2922,0,80,0
539681,95.39999999999999,0.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,25,0,15.0,9018,0,80,0
539980,78.7,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,0,0,80,0
539997,96.6,0.0,1,615,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,365,0,80,0
540450,89.9,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,4.0,0,0,80,0
540591,88.3,0.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,6575,0,80,0
540931,0,182.0,6,2579,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,0,3.0,1096,0,80,0
541002,0,0.0,1,1491,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,0,0,85,0
541466,86.28,0.0,1,1444,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,7.0,2220,0,85,0
541734,81.89999999999999,0.0,2,928,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,8.0,0,0,85,0
543031,67.0,182.0,6,2585,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,0,0,85,0
543897,79.9,0.0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35,0,18.0,0,0,85,0
544779,77.0,182.0,6,2411,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6,0,8.0,0,0,85,0
545149,0,0.0,1,187,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,0,0,85,0
545376,93.0,0.0,1,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,4.0,12236,0,85,0
546038,0,39.0,6,2288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,4.0,2922,0,85,0
546069,0,0.0,2,348,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,7.0,1096,0,85,0
546210,0,0.0,2,564,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,7.0,0,10,85,0
546258,92.6,0.0,1,164,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,4.0,1096,0,85,0
546265,0,0.0,6,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,3.0,732,0,85,0
546485,93.89999999999999,0.0,1,898,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,0,0,85,0
546502,94.42,39.0,6,2273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10,0,4.0,4748,0,85,0
546643,0,0.0,1,1072,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14,0,4.0,8483,0,85,0
546715,82.72,76.0,6,2273,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,0,0,85,0
547006,91.12,0.0,1,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,4.0,181,0,85,0
547044,85.8,0.0,2,213,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,9.0,0,0,85,0
547130,95.37,0.0,6,721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,5.0,4382,0,85,0
547707,89.21,43.0,6,2214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,12.0,1857,0,85,0
547783,91.67,0.0,1,540,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,4.0,0,0,85,0
547886,94.8,0.0,1,-41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,0,8.0,0,0,85,0
548751,92.96,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10,0,8.0,2923,0,85,0
549073,106.6,43.0,6,2199,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,20,0,12.0,730,0,85,0
549602,82.45,0.0,2,447,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,16,0,8.0,5113,0,85,0
549781,0,0.0,1,-57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,670,0,85,0
549877,75.17,0.0,1,428,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,883,0,85,0
550141,0,182.0,6,2123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,4.0,0,0,85,0
550158,78.07,182.0,6,2123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,33,0,43.0,13817,0,85,0
550251,90.04,182.0,6,2123,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,7.0,0,0,85,0
550402,96.8,0.0,2,349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,3.0,0,0,85,0
550684,88.85,0.0,2,157,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,11,0,0.0,0,0,85,0
551054,91.13,0.0,2,1040,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,6.0,2406,0,85,0
551061,90.59,182.0,6,2092,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9,0,20.0,425,0,85,0
551308,0,182.0,6,2168,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,0,0,85,0
551353,101.5,182.0,6,1970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,8.0,0,0,85,0
551566,85.74,0.0,3,936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,0,0,85,0
551669,97.62,0.0,1,1406,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,4.0,2191,0,85,0
551872,87.2,0.0,1,-46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,0,0,85,0
551896,90.4,0.0,1,323,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,546,0,85,0
552187,84.83,182.0,6,2031,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,9.0,0,0,85,0
552936,79.98,0.0,1,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0,4.0,2921,0,85,0
553069,84.64,0.0,2,-32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,25,0,12.0,1308,4,85,0
553069,84.64,0.0,2,685,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,25,0,12.0,1308,4,85,0
553148,91.04,16.0,6,1985,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11,0,6.0,169824,0,85,0
553272,79.24,0.0,1,598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,426,12,85,0
553368,93.69,0.0,2,821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,6.0,1461,0,85,0
553375,87.0,0.0,2,902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6,0,4.0,0,0,85,0
553966,101.5,0.0,6,167,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,274,0,85,0
554020,96.62,0.0,1,152,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,8.0,10927,84,90,0
554202,92.96,0.0,1,381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,10.0,0,0,90,0
554226,96.14,0.0,1,510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,25,0,9.0,1461,0,90,0
554240,91.5,182.0,6,1923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,8.0,0,0,90,0
554422,0,0.0,1,-126,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,8.0,0,0,90,0
554422,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,8.0,0,0,90,0
554659,88.67,0.0,6,699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,0,0,90,0
554996,86.56,0.0,1,521,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,0,0,90,0
555098,97.62,0.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0,0,90,0
555328,76.84,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,3223,0,90,0
555562,84.13,0.0,2,-56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0,11,90,0
555579,83.53,0.0,1,-62,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,0,0,90,0
555586,83.62,39.0,6,1908,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,454,0,90,0
555641,91.5,0.0,1,395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,3.0,732,0,90,0
555641,91.5,0.0,1,403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,3.0,732,0,90,0
555672,94.43,0.0,1,1260,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,7389,0,90,0
555706,96.91,0.0,2,-7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,30,0,16.0,0,396,90,0
555713,92.54,0.0,3,-171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,5.0,0,0,90,0
555768,98.11,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,0,0,90,0
555854,1.021,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,0,4.0,668,0,90,0
555861,81.89999999999999,0.0,1,1416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,13.0,0,0,80,0
555885,70.0,0.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17,0,6.0,0,0,80,0
556059,88.38,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,0,0.0,0,0,80,0
556372,93.31,0.0,1,602,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,184,0,80,0
556578,87.84,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0.0,0,0,80,0
556578,87.84,0.0,3,228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,0,0.0,0,0,80,0
557319,0,0.0,6,-59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,14.0,0,0,80,0
557845,80.72,0.0,1,1161,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,0,0,80,0
558648,86.93,76.0,6,1833,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,4.0,0,0,80,0
559104,78.43,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15,0,5.0,730,24,80,0
559159,82.82,0.0,1,1193,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,730,0,80,0
559180,77.97,182.0,6,1818,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,6.0,1098,0,80,0
559427,99.3,132.0,6,1802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0.0,0,0,80,0
559946,91.10000000000001,0.0,1,-111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0.0,0,0,80,0
559953,89.3,0.0,2,198,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,0,0,80,0
560124,94.69999999999999,16.0,6,1757,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,25,0,19.0,0,0,80,0
560186,95.16,46.0,6,1757,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11,0,4.0,2010,0,80,0
561484,80.54,182.0,6,1710,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0,13.0,0,0,80,0
561752,93.51,0.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,25,0,11.0,0,0,80,0
561769,90.86,0.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,0,0,80,0
561989,88.85,0.0,1,763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10,0,0.0,0,0,80,0
562256,84.93,0.0,1,762,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0,4.0,334,0,80,0
562751,93.51,0.0,1,456,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,9.0,0,0,80,0
563035,0,0.0,2,576,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,5.0,0,0,80,0
563475,82.25,182.0,6,1634,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,0,14.0,0,0,80,0
563547,92.97,46.0,6,1634,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,20,0,13.0,2922,0,80,0
563561,81.10000000000001,0.0,2,-178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,4.0,364,0,80,0
564625,96.91,0.0,6,-185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,2.0,0,0,80,0
565150,1.001,132.0,6,1573,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,20,0,9.0,366,12,80,0
565291,81.9,0.0,5,232,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,4.0,701,24,80,0
565318,88.48,182.0,6,1573,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,20,0,4.0,1035,0,80,0
565909,94.3,182.0,6,1557,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9,0,16.0,1066,36,80,0
566290,90.31,46.0,6,1557,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,-338,12,80,0
566867,80.99,0.0,3,904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,7.0,2557,12,80,0
566898,80.07,76.0,6,1542,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,2923,0,80,0
567392,95.43,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0.0,9527,180,80,0
567402,90.13,0.0,1,191,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,2923,0,80,0
567419,83.02,0.0,6,-5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0,1247,0,80,0
567529,97.44,0.0,3,642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,0.0,6971,228,80,0
567543,89.71,0.0,1,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,366,0,80,0
567581,77.97,0.0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,0,4.0,366,12,80,0
567749,94.17,0.0,1,-128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,6,0,4.0,0,36,80,0
567859,81.08,0.0,1,273,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0,8.0,0,0,100,0
568205,71.21,46.0,6,1542,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,8.0,0,0,100,0
568391,86.38,0.0,2,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,25,0,18.0,2588,48,100,0
568425,67.92,46.0,6,1498,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0.0,1948,0,100,0
568597,93.78,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11,0,10.0,397,0,100,0
569314,104.6,0.0,1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0.0,366,0,100,0
569376,85.0,0.0,6,811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,3.0,366,12,100,0
569390,87.2,0.0,2,244,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6,0,7.0,366,0,100,0
569400,90.0,0.0,6,-156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10,0,8.0,731,0,100,0
569462,93.57,0.0,2,-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10,0,4.0,-3894,0,75,0
569606,93.31,0.0,6,352,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10,0,4.0,576,0,75,0
569613,85.19,0.0,1,182,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,16,0,7.0,5176,12,75,0
570035,98.11,182.0,6,1392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0,8.0,366,0,75,0
